4,25101,59800,68300,2932900,564900,
4,12099,9500,20900,141199,25100,
4,10200,8800,19699,133000,23701,
4,9900,8200,20301,140600,31600,
4,10001,7800,20000,148499,21900,
4,7300,5300,13501,81399,15101,
4,6700,4800,12000,176100,15800,
4,6801,4501,13399,86999,15300,
4,6100,4401,22200,83000,14700,
4,6401,4500,11801,78301,15800,
4,6600,4600,12699,88100,21899,
4,7000,4899,11900,81001,16600,
4,6200,4399,13300,71200,14800,
4,9099,4500,11401,92400,14300,
4,6200,4500,11499,99700,13900,
4,12800,8300,11800,81999,14101,
4,6400,4900,12600,76600,11701,
4,6100,4399,12900,109001,13799,
4,6300,11700,20801,75700,13400,
4,6100,4600,11299,57700,13001,
4,6499,4600,11399,58300,13001,
4,6500,4700,11200,55800,13100,
4,6300,17900,32001,127900,33800,
4,10200,8901,41200,155401,17001,
4,54400,37800,25700,124601,31899,
4,14200,14500,34001,170301,26499,
4,5901,4300,10300,47799,12800,
4,5700,4599,12600,44001,12400,
4,7700,6200,8000,39500,22900,
4,5600,4300,10000,54000,11700,
6,19100,19201,37499,212300,19900,
6,11400,9300,54100,196401,31000,
6,8300,15900,44201,164099,26001,
6,8200,5900,34501,142201,17199,
6,9900,7400,34700,142301,21800,
6,6800,4800,41001,139700,19500,
6,9600,7200,30800,154600,16400,
6,27600,21299,32599,92200,17801,
6,6701,5400,23300,90400,15300,
6,15400,12799,20600,165701,24501,
6,19300,9300,20399,154000,25801,
6,15700,16800,17401,183500,44801,
6,10599,10400,18000,161501,24400,
6,27601,20600,13200,134101,19100,
6,7200,5400,6099,77700,16100,
6,11001,8200,9800,81801,31900,
6,19700,17399,6601,120299,16401,
6,7600,5001,12499,93300,17100,
6,7500,4701,16501,76400,18599,
6,40400,16701,9801,121300,15999,
6,12201,20000,6900,158100,33900,
6,40700,24300,18101,168300,25301,
6,11901,9100,15000,128100,26799,
6,27200,22400,19101,129200,23400,
6,12900,7700,16901,153300,24400,
6,18100,8700,12799,134700,23400,
6,6501,10299,10499,74399,17200,
6,4800,3400,7000,79801,16901,
6,7600,5299,9100,99900,20600,
6,17900,8599,6400,74600,16999,
8,17899,6400,24501,334300,38700,
8,8800,12400,34300,315600,20700,
8,6800,6200,28001,299801,21400,
8,6600,7100,24100,488800,21899,
8,10901,6700,21800,297200,19500,
8,7600,6001,17901,292099,17899,
8,3200,2200,25900,301400,18800,
8,21300,9000,31400,306900,18799,
8,22600,9000,23200,316799,18500,
8,7600,3299,29500,344400,19399,
8,9200,4500,28899,297600,18199,
8,16299,5600,25100,439899,29999,
8,8800,6200,20500,273100,17700,
8,5699,4199,19899,288699,25999,
8,13901,7200,51499,411400,35599,
8,21000,9500,24299,562100,45500,
8,11199,9901,58300,514000,39800,
8,14899,7900,47100,493800,30300,
8,18400,9400,20201,431301,17600,
8,8100,9700,19901,428300,24801,
8,10200,11400,54200,488300,32300,
8,17200,13701,34801,449599,30000,
8,8000,6600,41801,326699,26501,
8,15400,10100,44701,330700,27099,
8,18000,16000,40399,391600,25099,
8,16900,15500,36899,344400,45500,
8,9200,10100,48201,462801,18300,
8,16200,8800,42201,318301,21100,
8,12099,9799,25600,195600,11100,
8,11501,7300,29900,196001,11399,
10,20599,19601,145300,969500,28000,
10,41001,29200,98301,1788200,33800,
10,23800,19000,73800,1203900,20300,
10,32600,20199,70700,809900,16701,
10,25499,11400,105800,1036500,18099,
10,8800,7500,94800,886300,19100,
10,29101,19000,52900,740500,24500,
10,14500,10599,66899,998199,27500,
10,48800,23600,110200,1715600,22200,
10,60900,45900,79399,841600,16200,
10,11199,11101,77000,872800,18100,
10,35001,20401,72401,711300,14600,
10,39900,25400,130300,1372600,21500,
10,29099,19800,64801,1047700,22100,
10,32700,25099,103500,1387501,27401,
10,167600,52001,317800,1375400,28401,
10,92100,89299,361900,1433799,26200,
10,69100,54400,307099,1329600,43400,
10,63099,59900,160500,933000,15900,
10,30800,27301,118700,747300,16600,
10,86301,79000,249001,874801,18101,
10,26899,29599,86700,871600,30200,
10,82299,69000,103401,774999,16201,
10,37299,35699,134199,765501,14900,
10,56300,34900,115300,794500,22600,
10,45300,32200,134300,925400,30600,
10,61800,66200,116000,793901,16500,
10,37800,32399,172800,746101,14200,
10,35600,28600,232300,769500,14500,
10,21600,14300,239699,1043100,25101,
12,94800,213700,1318101,5767000,46900,
12,113400,83900,703600,4677800,25100,
12,162899,221600,1061500,2808999,23400,
12,51500,46500,1014299,3614600,36700,
12,62500,60900,1003700,2780800,92200,
12,73800,46799,533399,1981900,30900,
12,135401,78100,648800,2884200,39400,
12,244000,257301,474900,3179699,65700,
12,82701,83900,294401,3707000,44300,
12,58800,60100,265200,3136001,38100,
12,80101,68299,309299,2352000,36399,
12,55100,42499,301000,3261799,41401,
12,90401,88801,295901,2808001,45900,
12,63700,87000,200499,2189500,110200,
12,68100,115000,117700,2304600,53000,
12,50299,63100,89100,2524700,42000,
12,90500,70501,204600,3054500,41901,
12,20801,23401,171799,3253899,44700,
12,36600,42501,78099,2886899,40701,
12,18200,18100,132501,3238701,44700,
12,28400,51000,146800,3101500,53799,
12,13700,20200,139400,3020701,54500,
12,22300,27699,105399,3575299,45400,
12,15699,40599,157899,4421199,106200,
12,16800,17899,137200,2359299,99801,
12,34399,40300,164201,2411600,105299,
12,30700,42400,180400,2339900,51501,
12,38500,60299,180699,7067200,94601,
12,12601,16399,116800,1869700,43399,
12,44000,63199,152600,1954699,41400,
14,76700,77100,177899,10088600,82100,
14,58199,56600,373800,10850400,78299,
14,40400,36400,362599,10098800,49099,
14,18200,15000,472401,5585300,63299,
14,23700,22500,285699,5678700,54800,
14,44800,41700,286601,6041800,48600,
14,42700,42599,105700,5236899,56301,
14,31700,34800,238600,5720200,58999,
14,37101,38300,194701,5057101,47401,
14,63200,61899,272599,6313600,53100,
14,28300,27100,91500,6665000,65801,
14,99800,74001,107300,5157200,54500,
14,41401,40801,485600,6691699,49501,
14,46600,39800,90001,5496100,35000,
14,52601,42500,257100,4948299,51600,
14,34400,31600,97200,6454000,34900,
14,17800,18700,187500,5568801,46399,
14,54300,66099,669601,6240300,30900,
14,50901,49301,91700,3300500,29101,
14,22400,21200,325300,3173700,68401,
14,25800,28901,188099,3241100,32401,
14,23300,21201,216401,4402700,33599,
14,38400,35301,114301,5333701,54101,
14,67400,53800,323401,3912300,26499,
14,42101,42300,389600,4424400,41599,
14,103699,102399,353100,4108201,31300,
14,27900,25900,112201,3113301,27800,
14,34501,27101,162500,4024000,32600,
14,22200,24101,394300,5269200,32500,
14,100700,96201,154200,4079201,35700,
16,56800,43300,848100,21414299,45400,
16,111800,95301,499199,22486999,41000,
16,116400,117900,320601,26431600,47201,
16,139500,140701,733400,24408700,52200,
16,215700,212700,2031800,25047099,45400,
16,190600,185700,772300,23061900,46900,
16,81701,85300,1267900,21456600,56001,
16,81500,91700,812900,16517899,33000,
16,41899,40601,643600,14320001,30500,
16,95700,81100,218499,14109399,31000,
16,28200,26299,1382600,19348100,32199,
16,42800,40199,392700,13654801,35699,
16,125400,113700,471500,14006699,54800,
16,95500,92500,473000,15910000,46600,
16,111400,93500,1011200,21228900,30400,
16,37601,45600,426701,17658200,30900,
16,31401,29700,691800,18295401,38600,
16,88300,103101,204501,13639801,31500,
16,63301,59100,107600,13878400,30101,
16,65200,59700,505100,14702101,30200,
16,27101,25201,192600,16384801,30900,
16,81900,84500,640300,21194000,65701,
16,34201,30700,462200,21140200,28101,
16,40900,37501,578201,25832899,49499,
16,161300,157400,1001001,27388700,36801,
16,75400,84300,490599,22783400,39801,
16,128801,131500,366500,22433801,258199,
16,43399,41900,971300,18880800,38000,
16,67200,62600,475899,14192500,24400,
16,82400,76300,324300,14060000,28099,
18,63099,58200,1116200,69337100,28900,
18,148699,148700,2111500,73602199,30801,
18,121300,115200,599501,63408900,30900,
18,62300,59401,573799,66313899,26201,
18,49300,55000,843800,58148299,27500,
18,318201,311200,968800,59053800,29099,
18,152500,135200,1671500,62772100,28401,
18,289000,257300,633800,61679699,29900,
18,47000,54500,1937399,61746100,27499,
18,209300,194799,962299,61337201,42400,
18,200001,167300,1067500,60224200,27899,
18,46500,43600,699499,61134500,29600,
18,282900,265400,558400,60417400,31200,
18,86900,106001,760301,62567900,27899,
18,86699,82899,857201,58625600,30800,
18,321500,325499,1062200,58585000,28700,
18,96700,95299,1420399,61464999,25399,
18,107800,107200,1905700,59347699,28501,
18,96100,92500,699600,60382000,34500,
18,65799,68200,3530199,60801500,29699,
18,189300,181500,623601,58368400,30600,
18,110801,97200,833500,60998401,25700,
18,293400,284400,646900,60280099,29801,
18,91000,84800,311300,58443400,25800,
18,54900,52800,1153700,62107399,25499,
18,272300,265400,1455300,62805600,30200,
18,57100,53800,1588700,67341799,63399,
18,224000,330800,1871600,61666900,28701,
18,216801,212800,781100,62386000,76700,
18,181201,176900,765599,64069200,29200,
20,95900,89001,1125099,269922200,38100,
20,394801,403500,1206600,269424800,71499,
20,235299,228300,1089999,285121701,26499,
20,372001,357001,3220400,258888900,28300,
20,376099,387699,1043600,259854001,24401,
20,874801,817300,2121201,265362000,29800,
20,385400,370700,1123800,252802600,26301,
20,416000,392100,1084500,260586900,26599,
20,456800,487700,3736900,262172899,35800,
20,606000,518000,1657300,264129200,23400,
20,256100,191999,1326001,256094099,25299,
20,188701,170400,711500,257659600,26100,
20,1031200,1064499,2041200,258989500,24300,
20,312499,261500,1447099,254585900,25800,
20,136101,131800,938900,292175900,24000,
20,303099,291300,2491900,264150000,32800,
20,1506500,761900,1821800,254813801,25599,
20,83400,81801,1588600,256670799,25599,
20,110400,108299,1511801,284970301,23100,
20,460600,444700,830900,276430300,25400,
20,93299,87400,1332900,264072400,25000,
20,286200,264101,991200,273819300,21201,
20,290800,277399,1853000,262629200,22100,
20,231799,211499,4724300,282632500,42901,
20,305200,290800,1382900,257566700,31601,
20,224401,224600,689301,253574399,77000,
20,205600,194501,554299,253047599,16999,
20,663201,638501,2033300,257657800,17500,
20,392100,389500,2109800,275761800,17101,
20,188500,178100,913900,254784300,18400,
22,81201,71401,2545900,1120954400,18101,
22,984400,1001500,13079701,1129931200,21200,
22,533900,544201,4464900,1144446600,19099,
22,190800,180100,1497400,1119460101,18401,
22,283200,275000,2380900,1131343801,22700,
22,54700,53500,2910401,1105294699,21900,
22,188401,208899,4876300,1149660300,20200,
22,544899,558600,3725699,1134022100,21899,
22,872500,895199,3624701,1192616699,18399,
22,165400,183700,10677900,1140299201,21900,
22,327800,284000,5656400,1108106600,17800,
22,1958600,1986300,8402899,1188690600,20701,
22,392600,509200,4355900,1117033200,27899,
22,3849800,3777399,8351301,1139159700,22600,
22,324699,310599,2229701,1124644901,21201,
22,1189501,1085001,6579601,1171088300,39899,
22,1136400,1113300,4211100,1136690299,26300,
22,858100,794100,11794401,1130735900,20500,
22,1282301,1298101,3761300,1155956399,22200,
22,198300,191000,3206901,1128515500,18899,
22,175199,172400,752801,1093771400,33499,
22,646001,610800,3677100,1151006500,19099,
22,209901,206500,6759100,1139513301,19099,
22,313100,277500,3026200,1105370100,19301,
22,499801,484699,10490600,1157873999,27601,
22,197901,159299,3686800,1113452901,18501,
22,232499,233200,5709501,1149592000,18100,
22,1046200,402601,1950400,1094129900,18001,
22,219900,201399,1152201,1103831100,18800,
22,595500,599200,4755000,1144776000,18099,
24,1169400,1045500,4764300,4886557400,19500,
24,2683600,2403799,3887200,5311817901,20100,
24,1602900,1468600,4556400,4890206600,19000,
24,1330500,1467100,5101700,5191130600,19301,
24,738299,680500,12156000,4931703099,19901,
24,2922700,2606800,88519701,5014002400,21301,
24,5824100,5899900,11740499,4982453100,18400,
24,331700,347399,11031100,4874546100,19400,
24,1182999,1131400,6011499,4881572799,18500,
24,1407600,1353300,27973301,5006995300,20999,
24,813399,758400,5841699,4902033100,20000,
24,1570799,1432100,2585899,4819531200,19600,
24,1583500,1545000,3364701,4812475399,18399,
24,258900,252700,4085701,4917477200,23100,
24,978301,567801,6162301,4946944800,34501,
