24,1415401,1420800,3097600,4707781700,19400,
24,1735100,1772500,3591700,4905144100,19301,
24,691101,805099,5599199,5058737700,19100,
24,586300,567400,7391200,4901822600,18101,
24,429701,416500,5223601,4779453500,20000,
24,904401,895900,9434600,4971265700,18000,
24,3273200,3367600,6396300,5015303300,20199,
24,217800,209200,1779901,4924500301,18201,
24,1836100,1905099,35903600,4978038800,20900,
24,473600,516901,1752199,4859916699,22700,
24,359700,337800,6855100,4917294201,19400,
24,385499,373400,2113600,5013916301,22700,
24,1834399,1554300,6788400,4941344700,20001,
24,1628300,1568601,6276600,4856033599,19500,
24,1697600,1740499,14184000,4905266700,21800,
26,2470399,2522000,7099499,20772429199,20500,
26,1709301,1610700,13253400,20593797400,22300,
26,1559100,1480300,2093100,20785204299,19801,
26,1381201,1393901,10388800,21058163299,19000,
26,2365200,2241799,7278300,21045623001,20401,
26,9657300,10390199,30595100,20945508701,20599,
26,4472600,5188100,24143101,21250237900,19700,
26,8778901,8767900,31361200,21029966599,19600,
26,2829900,3041199,14065500,20912993400,29500,
26,2402300,2148999,19334001,21291505201,19100,
26,453100,430599,8205500,20863086600,20900,
26,574301,594100,4510300,20633425501,20101,
26,848800,840900,21774100,21014764700,21301,
26,3924300,4014300,17194600,20859083199,40201,
26,2857400,2685701,4656800,20718079500,25300,
26,779500,861200,29669600,20959524300,27600,
26,1523200,1551400,15568300,20949415801,20100,
26,913101,784001,7346400,20807197200,20600,
26,1735300,1727500,21986899,21276537101,21700,
26,1291400,1105901,17789601,20895609200,20600,
26,4491199,4710000,34570500,21152374500,21201,
26,2686299,2778901,20181200,20864121099,26800,
26,4498399,4966300,7325099,21260834700,30400,
26,808000,889799,11670899,20835493100,20201,
26,1873201,1852100,12542800,21169198400,20700,
26,1150000,1086600,6610800,21013644500,20300,
26,2906500,2881099,15343000,21411395800,19299,
26,746000,732200,38524700,21072661901,29901,
26,1661599,1663200,8237500,21323105901,19701,
26,926400,875400,4199801,20665172999,20000,
